,TCGA.3C.AAAU.01,TCGA.3C.AALI.01,TCGA.A1.A0SB.01
mrna_SH3BP5,-0.7055995205635746,0.2746869958491141,1.9636008036386956
mrna_ST8SIA2,-0.6961998258633384,-0.40557107461587355,1.2891630211243168
mrna_FAM184A,0.1643773028548967,0.9120040202986185,-0.2195514232287848
mrna_XKR9,-0.2905284273009689,1.5045850217703143,0.3965425440578159
mrna_ACSBG1,0.10917592866698378,1.2839170735633079,-0.38652187746084243
mrna_RCC1L,0.6990889553648088,1.8443618850789036,-0.3699056952153988
mrna_PSMD11,0.4770401004800745,0.333114909766657,-0.913637226857585
mrna_IL20,0.5027019521365842,-0.8327167470392156,-0.9623398800494297
mrna_ANKRD1,-0.3854333470412922,-0.14004806135277628,4.453982742366318
mrna_SHOX2,-0.4538959306904207,-0.10518981129729416,-1.935503841847221
mrna_CACNA2D2,2.066237054881809,1.4356274278688055,-0.4139014686097563
mrna_HOOK2,0.9987810066866156,0.8635804945489768,0.11329171169674492
mrna_COL6A3,0.14180824956946664,0.21831056250202793,-2.430113825178889
mrna_C2orf82,-0.5394420218873247,-0.5095450406214765,0.7536904009056151
mrna_TNFAIP1,0.26294636291088747,3.300557462889407,-0.14579350769692745
mrna_MAPK11,1.5312370452368984,-0.173891238045557,-0.5821176104593879
mrna_IKZF1,-1.1279389252415413,0.15828102487948376,-0.7479498744728986
mrna_ZNF385C,0.7098720686509463,0.031047383743804256,0.9099176240610182
mrna_GPATCH2L,1.2310510865659796,0.38807992110018713,2.7587173300669394
mrna_DNAJC9.AS1,-1.083738918865433,1.2433470573574152,0.3056651676142452
mrna_PLPPR4,-0.4737082249174622,-0.23050853819148628,0.04735069495930972
mrna_CPEB1,-0.01878507531858464,4.464317481992692,-0.8018107073028802
mrna_UBA6.AS1,-0.8894043599491417,0.5118210204163017,-0.3467032866051102
mrna_CD44,1.2243388343956179,-0.05926600946277244,0.18750963372295254
mrna_SH3GL1,0.04532731848302645,1.1581547844355178,0.1557187749536148
mrna_TJAP1,1.128515754251133,0.2508490085438182,0.6169246190690492
mrna_SMURF1,1.4673716280880789,0.28085146461268334,0.2035370561481498
mrna_PSAT1,-0.9322546567777737,1.1800639043714536,1.0903126609203133
mrna_SUMF1,0.13180470044611525,-0.19572271776883787,-0.35527642560370326
mrna_SERPINF1,-1.2490094912048475,0.2463756404260704,-1.4025270039438744
mrna_DLD,0.8014935695193416,0.6328788537440638,0.43766528212786004
mrna_DLL1,-0.9448132496185512,1.740014809063356,1.2384517773607888
